Customer,Date,OrderNumber,Warehouse
"E5 Pharma, LLC",2022-04-05 13:20:08.150,7849085-F-F,10
"E5 Pharma, LLC",2022-04-05 13:20:08.197,7849086-F-F,10
"E5 Pharma, LLC",2022-04-05 13:20:08.290,7849088-F-F,10
"E5 Pharma, LLC",2022-04-05 13:20:08.337,7849089-F-F,10
"E5 Pharma, LLC",2022-04-05 13:00:13.440,7844501-F-BO-F,10
"E5 Pharma, LLC",2022-04-05 13:00:14.237,7844510-F-BO-F,10
"E5 Pharma, LLC",2022-04-06 15:00:01.640,7849096-F-BO-F,10
"E5 Pharma, LLC",2022-04-06 15:00:01.843,7849099-F-BO-F,10
"E5 Pharma, LLC",2022-04-06 15:00:01.970,7849103-F-BO-F,10
"E5 Pharma, LLC",2022-04-07 12:00:26.937,7854381-F-BO-F,10
"E5 Pharma, LLC",2022-04-07 12:00:27.030,7854383-F-BO-F,10
"E5 Pharma, LLC",2022-04-07 12:00:27.123,7854386-F-BO-F,10
"E5 Pharma, LLC",2022-04-07 12:00:27.217,7854387-F-BO-F,10
"E5 Pharma, LLC",2022-04-07 14:00:14.750,7854372-F-BO-F,10
"E5 Pharma, LLC",2022-04-07 14:00:14.843,7854373-F-BO-F,10
"E5 Pharma, LLC",2022-04-07 14:00:14.923,7854375-F-BO-F,10
"E5 Pharma, LLC",2022-04-07 14:00:15.127,7854377-F-BO-F,10
"E5 Pharma, LLC",2022-04-07 14:00:15.313,7854379-F-BO-F,10
"E5 Pharma, LLC",2022-04-08 20:00:02.320,7862750-F-BO-F,10
"E5 Pharma, LLC",2022-04-08 20:00:02.617,7862757-F-BO-F,10
"E5 Pharma, LLC",2022-04-08 17:00:16.547,7863454-F,10
"E5 Pharma, LLC",2022-04-08 17:00:16.750,7863455-F,10
"E5 Pharma, LLC",2022-04-08 17:00:16.923,7863456-F,10
"E5 Pharma, LLC",2022-04-08 17:00:17.173,7863457-F,10
"E5 Pharma, LLC",2022-04-08 17:00:17.657,7863458-F,10
"E5 Pharma, LLC",2022-04-08 17:00:17.843,7863459-F,10
"E5 Pharma, LLC",2022-04-08 17:00:18.017,7863460-F,10
"E5 Pharma, LLC",2022-04-08 17:00:18.140,7863461-F,10
"E5 Pharma, LLC",2022-04-05 19:00:01.057,7845143-F-BO-F,10
Amatheon Pharmaceuticals,2022-04-04 12:10:13.580,SO0368858,10
Amatheon Pharmaceuticals,2022-04-04 15:10:07.007,SO0369101,10
Amatheon Pharmaceuticals,2022-04-04 16:10:10.900,SO0368502,10
Amatheon Pharmaceuticals,2022-04-04 16:10:11.247,SO0369145,10
Amatheon Pharmaceuticals,2022-04-05 17:10:17.943,SO0369373,10
Amatheon Pharmaceuticals,2022-04-06 18:10:29.807,SO0368736,10
Amatheon Pharmaceuticals,2022-04-08 17:10:11.580,SO0368063,10
Amatheon Pharmaceuticals,2022-04-07 16:10:15.103,SO0370100,10
Amatheon Pharmaceuticals,2022-04-11 11:10:09.427,SO0365398,10
Amatheon Pharmaceuticals,2022-04-11 13:10:17.027,SO0370465,10
Amatheon Pharmaceuticals,2022-04-11 14:10:10.453,SO0370605,10
Amatheon Pharmaceuticals,2022-04-11 16:10:10.797,SO0369236,10
Amatheon Pharmaceuticals,2022-04-11 16:10:11.143,SO0370641,10
Amatheon Pharmaceuticals,2022-04-11 16:10:11.423,SO0370678,10
Amatheon Pharmaceuticals,2022-04-11 17:10:08.173,SO0366444.1,10
Amatheon Pharmaceuticals,2022-04-11 10:36:38.977,TO0000241,10
Amatheon Pharmaceuticals,2022-04-12 14:10:06.933,SO0371001,10
Amatheon Pharmaceuticals,2022-04-12 16:15:06.487,SO0371026,10
Amatheon Pharmaceuticals,2022-04-12 18:10:08.610,SO0371133,10
Amatheon Pharmaceuticals,2022-04-14 17:10:18.747,SO0371671,10
Amatheon Pharmaceuticals,2022-04-18 14:15:05.680,SO0371877,10
Amatheon Pharmaceuticals,2022-04-18 14:15:06.227,SO0372139,10
Ivaoes Animal Health,2022-04-06 11:10:08.227,SOIVA0000447,10
Ivaoes Animal Health,2022-04-06 11:10:08.447,SOIVA0000448,10
Ivaoes Animal Health,2022-04-06 11:10:08.617,SOIVA0000449,10
Ivaoes Animal Health,2022-04-06 11:10:08.820,SOIVA0000450,10
Ivaoes Animal Health,2022-04-06 11:10:08.977,SOIVA0000451,10
Ivaoes Animal Health,2022-04-18 17:10:15.153,SOTAH0000640,10
Ivaoes Animal Health,2022-04-20 11:10:15.243,SOIVA0000462,10
Ivaoes Animal Health,2022-04-05 16:10:10.927,SOIVA0000446,10
Ivaoes Animal Health,2022-04-06 15:10:09.987,SOIVA0000452,10
Ivaoes Animal Health,2022-04-06 15:10:10.317,SOIVA0000453,10
Ivaoes Animal Health,2022-04-06 15:10:10.863,SOIVA0000454,10
Ivaoes Animal Health,2022-04-18 11:10:26.597,SOIVA0000455,10
Ivaoes Animal Health,2022-04-18 11:10:26.990,SOIVA0000456,10
Ivaoes Animal Health,2022-04-18 12:10:10.207,SOIVA0000457,10
Ivaoes Animal Health,2022-04-18 12:10:10.553,SOIVA0000458,10
Ivaoes Animal Health,2022-04-18 12:10:10.757,SOIVA0000459,10
Ivaoes Animal Health,2022-04-18 12:10:11.007,SOIVA0000460,10
Ivaoes Animal Health,2022-04-18 12:10:11.193,SOIVA0000461,10
"Nextsource Biotechnology, LLC",2022-04-18 12:10:11.410,SOTAH0000639,10
"Nextsource Biotechnology, LLC",2022-04-07 15:10:13.017,SOTAH0000632,10
"Nextsource Biotechnology, LLC",2022-04-06 12:10:29.313,SONSB0001738,10
"Nextsource Biotechnology, LLC",2022-04-04 11:10:19.770,SONSB0001729,10
"Nextsource Biotechnology, LLC",2022-04-04 15:10:12.333,SOTAH0000630,10
"Nextsource Biotechnology, LLC",2022-04-04 16:10:21.543,SONSB0001730,10
"Nextsource Biotechnology, LLC",2022-04-05 15:10:13.580,SONSB0001735,10
"Nextsource Biotechnology, LLC",2022-04-05 15:10:14.877,SONSB0001736,10
"Nextsource Biotechnology, LLC",2022-04-21 11:10:12.600,SONSB0001756,10
"Nextsource Biotechnology, LLC",2022-04-22 12:10:14.903,SOTAH0000647,10
"Nextsource Biotechnology, LLC",2022-04-19 15:10:14.337,SOTAH0000644,10
"Nextsource Biotechnology, LLC",2022-04-13 14:10:16.670,SOTAH0000636,10
"Nextsource Biotechnology, LLC",2022-04-15 17:10:07.960,SONSB0001750,10
"Nextsource Biotechnology, LLC",2022-04-11 12:10:19.530,SONSB0001740,10
"Nextsource Biotechnology, LLC",2022-04-12 12:10:12.603,SONSB0001742,10
"Nextsource Biotechnology, LLC",2022-04-12 12:10:12.917,SONSB0001743,10
"Nextsource Biotechnology, LLC",2022-04-12 13:10:14.287,SONSB0001744,10
"Nextsource Biotechnology, LLC",2022-04-12 13:10:14.537,SOTAH0000635,10
"Nextsource Biotechnology, LLC",2022-04-12 15:10:12.960,SONSB0001745,10
"Nextsource Biotechnology, LLC",2022-04-26 11:10:14.377,SONSB0001759,10
"Nextsource Biotechnology, LLC",2022-04-26 12:10:14.427,SONSB0001760,10
"Nextsource Biotechnology, LLC",2022-04-26 12:10:14.660,SONSB0001761,10
"Nextsource Biotechnology, LLC",2022-04-20 11:10:15.493,SONSB0001755,10
"Nextsource Biotechnology, LLC",2022-04-20 12:10:11.003,SOTAH0000645,10
"Nextsource Biotechnology, LLC",2022-04-21 11:10:12.883,SOTAH0000646,10
"Nextsource Biotechnology, LLC",2022-04-13 11:10:13.273,SONSB0001746,10
"Nextsource Biotechnology, LLC",2022-04-04 17:10:08.283,SONSB0001731,10
"Nextsource Biotechnology, LLC",2022-04-05 11:13:09.673,SOTAH0000631,10
"Nextsource Biotechnology, LLC",2022-04-05 17:10:18.210,SONSB0001737,10
"Nextsource Biotechnology, LLC",2022-04-07 15:10:13.283,SOTAH0000633,10
"Methapharm, Inc.",2022-04-18 15:10:02.303,MET208933,10
"Methapharm, Inc.",2022-04-18 15:10:03.553,MET208935,10
"Methapharm, Inc.",2022-04-19 12:20:03.143,MET208938,10
"Methapharm, Inc.",2022-04-19 12:20:10.003,MET208947,10
"Methapharm, Inc.",2022-04-19 12:20:19.613,MET208963,10
"Methapharm, Inc.",2022-04-19 12:20:23.770,MET208970,10
"Methapharm, Inc.",2022-04-19 12:20:26.160,MET208975,10
"Methapharm, Inc.",2022-04-19 12:20:31.847,MET208986,10
"Methapharm, Inc.",2022-04-19 12:20:38.223,MET208997,10
"Methapharm, Inc.",2022-04-19 12:20:39.660,MET209000,10
"Methapharm, Inc.",2022-04-19 12:20:40.613,MET209002,10
"Methapharm, Inc.",2022-04-19 12:20:43.020,MET209006,10
"Methapharm, Inc.",2022-04-19 12:20:46.927,MET209013,10
"Methapharm, Inc.",2022-04-19 12:20:48.817,MET209016,10
"Methapharm, Inc.",2022-04-19 12:20:49.783,MET209018,10
"Methapharm, Inc.",2022-04-19 13:50:15.270,MET209020,10
"Methapharm, Inc.",2022-04-19 13:50:15.737,MET209021,10
"Methapharm, Inc.",2022-04-20 10:50:05.570,MET209029,10
"Methapharm, Inc.",2022-04-22 18:40:07.720,MET209174,10
"Methapharm, Inc.",2022-04-22 18:40:08.407,MET209175,10
"Methapharm, Inc.",2022-04-22 18:40:09.530,MET209178,10
"Methapharm, Inc.",2022-04-22 18:40:10.123,MET209179,10
"Methapharm, Inc.",2022-04-22 18:40:10.763,MET209180,10
"Methapharm, Inc.",2022-04-22 18:40:11.407,MET209181,10
"Methapharm, Inc.",2022-04-22 18:40:11.890,MET209182,10
"Methapharm, Inc.",2022-04-22 18:40:12.547,MET209183,10
"Methapharm, Inc.",2022-04-22 18:40:13.047,MET209184,10
"Methapharm, Inc.",2022-04-22 18:40:13.577,MET209185,10
"Methapharm, Inc.",2022-04-22 18:40:14.187,MET209186,10
"Methapharm, Inc.",2022-04-22 18:40:15.280,MET209187,10
"Methapharm, Inc.",2022-04-22 18:40:16.170,MET209188,10
"Methapharm, Inc.",2022-04-22 18:40:16.657,MET209189,10
"Methapharm, Inc.",2022-04-22 18:40:17.297,MET209190,10
"Methapharm, Inc.",2022-04-22 18:40:17.780,MET209191,10
"Methapharm, Inc.",2022-04-22 18:40:18.420,MET209192,10
"Methapharm, Inc.",2022-04-22 18:40:18.937,MET209193,10
"Methapharm, Inc.",2022-04-22 18:40:19.873,MET209194,10
"Methapharm, Inc.",2022-04-22 18:40:20.767,MET209195,10
"Methapharm, Inc.",2022-04-22 18:40:21.843,MET209196,10
"Methapharm, Inc.",2022-04-22 18:40:22.750,MET209197,10
"Methapharm, Inc.",2022-04-22 18:40:24.267,MET209198,10
"Methapharm, Inc.",2022-04-22 18:40:26.687,MET209200,10
"Methapharm, Inc.",2022-04-22 18:40:28.483,MET209203,10
"Methapharm, Inc.",2022-04-22 18:40:30.407,MET209205,10
"Methapharm, Inc.",2022-04-22 18:40:32.693,MET209207,10
"Methapharm, Inc.",2022-04-22 18:40:33.767,MET209208,10
"Methapharm, Inc.",2022-04-22 18:40:35.327,MET209209,10
"Methapharm, Inc.",2022-04-22 18:40:36.687,MET209210,10
"Methapharm, Inc.",2022-04-22 18:40:38.313,MET209211,10
"Methapharm, Inc.",2022-04-22 18:40:39.457,MET209212,10
"Methapharm, Inc.",2022-04-22 18:40:40.563,MET209213,10
"Methapharm, Inc.",2022-04-22 18:40:42.170,MET209214,10
"Methapharm, Inc.",2022-04-22 18:40:42.970,MET209215,10
"Methapharm, Inc.",2022-04-22 18:40:43.610,MET209216,10
"Methapharm, Inc.",2022-04-22 18:40:44.157,MET209217,10
"Methapharm, Inc.",2022-04-22 18:40:44.703,MET209218,10
"Methapharm, Inc.",2022-04-22 18:40:45.420,MET209219,10
"Methapharm, Inc.",2022-04-22 18:40:46.077,MET209220,10
"Methapharm, Inc.",2022-04-22 18:40:46.577,MET209222,10
"Methapharm, Inc.",2022-04-22 18:40:47.047,MET209223,10
